#time 1Hz  2Hz      5Hz      10Hz     20Hz 
26320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
26340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
26360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
26380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
2.640000e+07 -0.809017 0.309017 1.000000 1.000000 1.000000
26420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
26440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
26460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
26480000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
26500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
26520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
26540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
2.656000e+07 -0.929776 0.728969 0.309017 -0.809017 0.309017
26580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
26600000 -0.809017 0.309017 1.000000 1.000000 1.000000
26620000 -0.728969 0.062791 0.809017 0.309017 -0.809017
26640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
26660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
26680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
26700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
26720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
2.674000e+07 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
26760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
26780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
26800000 0.309017 -0.809017 1.000000 1.000000 1.000000
26820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
26840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
26860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
26880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
2.690000e+07 0.809017 0.309017 -1.000000 1.000000 1.000000
26920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
26940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
26960000 0.968583 0.876307 0.309017 -0.809017 0.309017
26980000 0.992115 0.968583 0.809017 0.309017 -0.809017
27000000 1.000000 1.000000 1.000000 1.000000 1.000000
27020000 0.992115 0.968583 0.809017 0.309017 -0.809017
27040000 0.968583 0.876307 0.309017 -0.809017 0.309017
2.706000e+07 0.929776 0.728969 -0.309017 -0.809017 0.309017
27080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
27100000 0.809017 0.309017 -1.000000 1.000000 1.000000
27120000 0.728969 0.062791 -0.809017 0.309017 -0.809017
27140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
27160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
27180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
27200000 0.309017 -0.809017 1.000000 1.000000 1.000000
27220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
2.724000e+07 0.062791 -0.992115 0.309017 -0.809017 0.309017
27260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
27280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
27300000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
27320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
27340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
27360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
27380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
2.740000e+07 -0.809017 0.309017 1.000000 1.000000 1.000000
27420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
27440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
27460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
27480000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
27500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
27520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
27540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
2.756000e+07 -0.929776 0.728969 0.309017 -0.809017 0.309017
27580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
27600000 -0.809017 0.309017 1.000000 1.000000 1.000000
27620000 -0.728969 0.062791 0.809017 0.309017 -0.809017
27640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
27660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
27680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
27700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
27720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
2.774000e+07 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
27760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
27780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
27800000 0.309017 -0.809017 1.000000 1.000000 1.000000
27820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
27840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
27860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
27880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
2.790000e+07 0.809017 0.309017 -1.000000 1.000000 1.000000
27920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
27940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
27960000 0.968583 0.876307 0.309017 -0.809017 0.309017
27980000 0.992115 0.968583 0.809017 0.309017 -0.809017
28000000 1.000000 1.000000 1.000000 1.000000 1.000000
28020000 0.992115 0.968583 0.809017 0.309017 -0.809017
28040000 0.968583 0.876307 0.309017 -0.809017 0.309017
2.806000e+07 0.929776 0.728969 -0.309017 -0.809017 0.309017
28080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
28100000 0.809017 0.309017 -1.000000 1.000000 1.000000
28120000 0.728969 0.062791 -0.809017 0.309017 -0.809017
28140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
28160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
28180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
28200000 0.309017 -0.809017 1.000000 1.000000 1.000000
28220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
2.824000e+07 0.062791 -0.992115 0.309017 -0.809017 0.309017
28260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
28280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
28300000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
28320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
28340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
28360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
28380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
2.840000e+07 -0.809017 0.309017 1.000000 1.000000 1.000000
28420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
28440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
28460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
28480000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
28500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
28520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
28540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
2.856000e+07 -0.929776 0.728969 0.309017 -0.809017 0.309017
28580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
28600000 -0.809017 0.309017 1.000000 1.000000 1.000000
28620000 -0.728969 0.062791 0.809017 0.309017 -0.809017
28640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
28660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
28680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
28700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
28720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
2.874000e+07 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
28760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
28780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
28800000 0.309017 -0.809017 1.000000 1.000000 1.000000
28820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
28840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
28860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
28880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
2.890000e+07 0.809017 0.309017 -1.000000 1.000000 1.000000
28920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
28940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
28960000 0.968583 0.876307 0.309017 -0.809017 0.309017
28980000 0.992115 0.968583 0.809017 0.309017 -0.809017
29000000 1.000000 1.000000 1.000000 1.000000 1.000000
29020000 0.992115 0.968583 0.809017 0.309017 -0.809017
29040000 0.968583 0.876307 0.309017 -0.809017 0.309017
2.906000e+07 0.929776 0.728969 -0.309017 -0.809017 0.309017
29080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
29100000 0.809017 0.309017 -1.000000 1.000000 1.000000
29120000 0.728969 0.062791 -0.809017 0.309017 -0.809017
29140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
29160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
29180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
29200000 0.309017 -0.809017 1.000000 1.000000 1.000000
29220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
2.924000e+07 0.062791 -0.992115 0.309017 -0.809017 0.309017
29260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
29280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
29300000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
29320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
29340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
29360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
29380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
2.940000e+07 -0.809017 0.309017 1.000000 1.000000 1.000000
29420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
29440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
29460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
29480000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
29500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
29520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
29540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
2.956000e+07 -0.929776 0.728969 0.309017 -0.809017 0.309017
29580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
29600000 -0.809017 0.309017 1.000000 1.000000 1.000000
29620000 -0.728969 0.062791 0.809017 0.309017 -0.809017
29640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
29660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
29680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
29700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
29720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
2.974000e+07 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
29760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
29780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
29800000 0.309017 -0.809017 1.000000 1.000000 1.000000
29820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
29840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
29860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
29880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
2.990000e+07 0.809017 0.309017 -1.000000 1.000000 1.000000
29920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
29940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
29960000 0.968583 0.876307 0.309017 -0.809017 0.309017
29980000 0.992115 0.968583 0.809017 0.309017 -0.809017
30000000 1.000000 1.000000 1.000000 1.000000 1.000000
30020000 0.992115 0.968583 0.809017 0.309017 -0.809017
30040000 0.968583 0.876307 0.309017 -0.809017 0.309017
3.006000e+07 0.929776 0.728969 -0.309017 -0.809017 0.309017
30080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
30100000 0.809017 0.309017 -1.000000 1.000000 1.000000
30120000 0.728969 0.062791 -0.809017 0.309017 -0.809017
30140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
30160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
30180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
30200000 0.309017 -0.809017 1.000000 1.000000 1.000000
30220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
3.024000e+07 0.062791 -0.992115 0.309017 -0.809017 0.309017
30260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
30280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
30300000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
30320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
30340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
30360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
30380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
3.040000e+07 -0.809017 0.309017 1.000000 1.000000 1.000000
30420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
30440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
30460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
30480000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
30500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
30520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
30540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
3.056000e+07 -0.929776 0.728969 0.309017 -0.809017 0.309017
30580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
30600000 -0.809017 0.309017 1.000000 1.000000 1.000000
30620000 -0.728969 0.062791 0.809017 0.309017 -0.809017
30640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
30660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
30680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
30700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
30720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
3.074000e+07 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
30760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
30780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
30800000 0.309017 -0.809017 1.000000 1.000000 1.000000
30820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
30840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
30860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
30880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
3.090000e+07 0.809017 0.309017 -1.000000 1.000000 1.000000
30920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
30940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
30960000 0.968583 0.876307 0.309017 -0.809017 0.309017
30980000 0.992115 0.968583 0.809017 0.309017 -0.809017
31000000 1.000000 1.000000 1.000000 1.000000 1.000000
31020000 0.992115 0.968583 0.809017 0.309017 -0.809017
31040000 0.968583 0.876307 0.309017 -0.809017 0.309017
3.106000e+07 0.929776 0.728969 -0.309017 -0.809017 0.309017
31080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
31100000 0.809017 0.309017 -1.000000 1.000000 1.000000
31120000 0.728969 0.062791 -0.809017 0.309017 -0.809017
31140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
31160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
31180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
31200000 0.309017 -0.809017 1.000000 1.000000 1.000000
3.122000e+07 0.187381 -0.929776 0.809017 0.309017 -0.809017
3.124000e+07 0.062791 -0.992115 0.309017 -0.809017 0.309017
31260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
31280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
31300000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
31320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
31340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
31360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
31380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
3.140000e+07 -0.809017 0.309017 1.000000 1.000000 1.000000
31420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
31440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
31460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
31480000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
31500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
31520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
31540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
3.156000e+07 -0.929776 0.728969 0.309017 -0.809017 0.309017
31580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
31600000 -0.809017 0.309017 1.000000 1.000000 1.000000
31620000 -0.728969 0.062791 0.809017 0.309017 -0.809017
31640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
31660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
31680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
31700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
3.172000e+07 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
3.174000e+07 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
31760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
31780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
31800000 0.309017 -0.809017 1.000000 1.000000 1.000000
31820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
31840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
31860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
31880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
3.190000e+07 0.809017 0.309017 -1.000000 1.000000 1.000000
31920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
31940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
31960000 0.968583 0.876307 0.309017 -0.809017 0.309017
31980000 0.992115 0.968583 0.809017 0.309017 -0.809017
32000000 1.000000 1.000000 1.000000 1.000000 1.000000
3.202000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
32040000 0.968583 0.876307 0.309017 -0.809017 0.309017
3.206000e+07 0.929776 0.728969 -0.309017 -0.809017 0.309017
32080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
32100000 0.809017 0.309017 -1.000000 1.000000 1.000000
3.212000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
32140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
3.216000e+07 0.535827 -0.425779 0.309017 -0.809017 0.309017
32180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
3.220000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
32220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
3.224000e+07 0.062791 -0.992115 0.309017 -0.809017 0.309017
3.226000e+07 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
32280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
3.230000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
32320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
3.234000e+07 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
32360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
3.238000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
32400000 -0.809017 0.309017 1.000000 1.000000 1.000000
32420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
3.244000e+07 -0.929776 0.728969 0.309017 -0.809017 0.309017
32460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
3.248000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
32500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
3.252000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
32540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
3.256000e+07 -0.929776 0.728969 0.309017 -0.809017 0.309017
32580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
32600000 -0.809017 0.309017 1.000000 1.000000 1.000000
3.262000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
32640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
3.266000e+07 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
32680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
3.270000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
32720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
3.274000e+07 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
3.276000e+07 0.062791 -0.992115 0.309017 -0.809017 0.309017
32780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
3.280000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
32820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
3.284000e+07 0.535827 -0.425779 0.309017 -0.809017 0.309017
32860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
3.288000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
32900000 0.809017 0.309017 -1.000000 1.000000 1.000000
32920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
3.294000e+07 0.929776 0.728969 -0.309017 -0.809017 0.309017
32960000 0.968583 0.876307 0.309017 -0.809017 0.309017
3.298000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
33000000 1.000000 1.000000 1.000000 1.000000 1.000000
3.302000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
33040000 0.968583 0.876307 0.309017 -0.809017 0.309017
3.306000e+07 0.929776 0.728969 -0.309017 -0.809017 0.309017
33080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
33100000 0.809017 0.309017 -1.000000 1.000000 1.000000
3.312000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
33140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
3.316000e+07 0.535827 -0.425779 0.309017 -0.809017 0.309017
33180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
3.320000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
33220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
3.324000e+07 0.062791 -0.992115 0.309017 -0.809017 0.309017
3.326000e+07 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
33280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
3.330000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
33320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
3.334000e+07 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
33360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
3.338000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
33400000 -0.809017 0.309017 1.000000 1.000000 1.000000
33420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
3.344000e+07 -0.929776 0.728969 0.309017 -0.809017 0.309017
33460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
3.348000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
33500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
3.352000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
33540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
33560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
33580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
33600000 -0.809017 0.309017 1.000000 1.000000 1.000000
33620000 -0.728969 0.062791 0.809017 0.309017 -0.809017
33640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
33660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
33680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
33700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
33720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
33740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
33760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
33780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
33800000 0.309017 -0.809017 1.000000 1.000000 1.000000
33820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
33840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
33860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
33880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
33900000 0.809017 0.309017 -1.000000 1.000000 1.000000
33920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
33940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
33960000 0.968583 0.876307 0.309017 -0.809017 0.309017
3.398000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
34000000 1.000000 1.000000 1.000000 1.000000 1.000000
34020000 0.992115 0.968583 0.809017 0.309017 -0.809017
34040000 0.968583 0.876307 0.309017 -0.809017 0.309017
34060000 0.929776 0.728969 -0.309017 -0.809017 0.309017
34080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
34100000 0.809017 0.309017 -1.000000 1.000000 1.000000
34120000 0.728969 0.062791 -0.809017 0.309017 -0.809017
34140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
34160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
34180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
34200000 0.309017 -0.809017 1.000000 1.000000 1.000000
34220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
34240000 0.062791 -0.992115 0.309017 -0.809017 0.309017
34260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
34280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
3.430000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
34320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
34340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
34360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
34380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
34400000 -0.809017 0.309017 1.000000 1.000000 1.000000
34420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
34440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
34460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
3.448000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
34500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
34520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
34540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
34560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
34580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
34600000 -0.809017 0.309017 1.000000 1.000000 1.000000
34620000 -0.728969 0.062791 0.809017 0.309017 -0.809017
34640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
34660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
34680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
34700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
34720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
34740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
34760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
34780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
3.480000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
34820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
34840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
34860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
34880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
34900000 0.809017 0.309017 -1.000000 1.000000 1.000000
34920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
34940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
34960000 0.968583 0.876307 0.309017 -0.809017 0.309017
3.498000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
35000000 1.000000 1.000000 1.000000 1.000000 1.000000
35020000 0.992115 0.968583 0.809017 0.309017 -0.809017
