#time 1Hz  2Hz      5Hz      10Hz      
12640000 -0.770513 0.982287 0.951057 0.587785
12650000 -0.809017 0.951057 1.000000 -0.000000
12660000 -0.844328 0.904827 0.951057 -0.587785
12670000 -0.876307 0.844328 0.809017 -0.951057
12680000 -0.904827 0.770513 0.587785 -0.951057
12690000 -0.929776 0.684547 0.309017 -0.587785
1.270000e+07 -0.951057 0.587785 -0.000000 0.000000
12710000 -0.968583 0.481754 -0.309017 0.587785
12720000 -0.982287 0.368125 -0.587785 0.951057
12730000 -0.992115 0.248690 -0.809017 0.951057
12740000 -0.998027 0.125333 -0.951057 0.587785
12750000 -1.000000 0.000000 -1.000000 0.000000
12760000 -0.998027 -0.125333 -0.951057 -0.587785
12770000 -0.992115 -0.248690 -0.809017 -0.951057
1.278000e+07 -0.982287 -0.368125 -0.587785 -0.951057
12790000 -0.968583 -0.481754 -0.309017 -0.587785
12800000 -0.951057 -0.587785 -0.000000 -0.000000
12810000 -0.929776 -0.684547 0.309017 0.587785
12820000 -0.904827 -0.770513 0.587785 0.951057
12830000 -0.876307 -0.844328 0.809017 0.951057
12840000 -0.844328 -0.904827 0.951057 0.587785
12850000 -0.809017 -0.951057 1.000000 0.000000
12860000 -0.770513 -0.982287 0.951057 -0.587785
1.287000e+07 -0.728969 -0.998027 0.809017 -0.951057
12880000 -0.684547 -0.998027 0.587785 -0.951057
12890000 -0.637424 -0.982287 0.309017 -0.587785
12900000 -0.587785 -0.951057 0.000000 -0.000000
12910000 -0.535827 -0.904827 -0.309017 0.587785
12920000 -0.481754 -0.844328 -0.587785 0.951057
12930000 -0.425779 -0.770513 -0.809017 0.951057
12940000 -0.368125 -0.684547 -0.951057 0.587785
1.295000e+07 -0.309017 -0.587785 -1.000000 -0.000000
12960000 -0.248690 -0.481754 -0.951057 -0.587785
12970000 -0.187381 -0.368125 -0.809017 -0.951057
12980000 -0.125333 -0.248690 -0.587785 -0.951057
12990000 -0.062791 -0.125333 -0.309017 -0.587785
13000000 0.000000 0.000000 0.000000 0.000000
13010000 0.062791 0.125333 0.309017 0.587785
13020000 0.125333 0.248690 0.587785 0.951057
1.303000e+07 0.187381 0.368125 0.809017 0.951057
13040000 0.248690 0.481754 0.951057 0.587785
13050000 0.309017 0.587785 1.000000 -0.000000
13060000 0.368125 0.684547 0.951057 -0.587785
13070000 0.425779 0.770513 0.809017 -0.951057
13080000 0.481754 0.844328 0.587785 -0.951057
13090000 0.535827 0.904827 0.309017 -0.587785
13100000 0.587785 0.951057 0.000000 -0.000000
13110000 0.637424 0.982287 -0.309017 0.587785
1.312000e+07 0.684547 0.998027 -0.587785 0.951057
13130000 0.728969 0.998027 -0.809017 0.951057
13140000 0.770513 0.982287 -0.951057 0.587785
13150000 0.809017 0.951057 -1.000000 -0.000000
13160000 0.844328 0.904827 -0.951057 -0.587785
13170000 0.876307 0.844328 -0.809017 -0.951057
13180000 0.904827 0.770513 -0.587785 -0.951057
13190000 0.929776 0.684547 -0.309017 -0.587785
1.320000e+07 0.951057 0.587785 -0.000000 -0.000000
13210000 0.968583 0.481754 0.309017 0.587785
13220000 0.982287 0.368125 0.587785 0.951057
13230000 0.992115 0.248690 0.809017 0.951057
13240000 0.998027 0.125333 0.951057 0.587785
13250000 1.000000 0.000000 1.000000 0.000000
13260000 0.998027 -0.125333 0.951057 -0.587785
13270000 0.992115 -0.248690 0.809017 -0.951057
1.328000e+07 0.982287 -0.368125 0.587785 -0.951057
13290000 0.968583 -0.481754 0.309017 -0.587785
13300000 0.951057 -0.587785 0.000000 -0.000000
13310000 0.929776 -0.684547 -0.309017 0.587785
13320000 0.904827 -0.770513 -0.587785 0.951057
13330000 0.876307 -0.844328 -0.809017 0.951057
13340000 0.844328 -0.904827 -0.951057 0.587785
13350000 0.809017 -0.951057 -1.000000 0.000000
13360000 0.770513 -0.982287 -0.951057 -0.587785
1.337000e+07 0.728969 -0.998027 -0.809017 -0.951057
13380000 0.684547 -0.998027 -0.587785 -0.951057
13390000 0.637424 -0.982287 -0.309017 -0.587785
13400000 0.587785 -0.951057 0.000000 0.000000
13410000 0.535827 -0.904827 0.309017 0.587785
13420000 0.481754 -0.844328 0.587785 0.951057
13430000 0.425779 -0.770513 0.809017 0.951057
13440000 0.368125 -0.684547 0.951057 0.587785
1.345000e+07 0.309017 -0.587785 1.000000 -0.000000
13460000 0.248690 -0.481754 0.951057 -0.587785
13470000 0.187381 -0.368125 0.809017 -0.951057
13480000 0.125333 -0.248690 0.587785 -0.951057
13490000 0.062791 -0.125333 0.309017 -0.587785
13500000 0.000000 -0.000000 0.000000 -0.000000
13510000 -0.062791 0.125333 -0.309017 0.587785
13520000 -0.125333 0.248690 -0.587785 0.951057
1.353000e+07 -0.187381 0.368125 -0.809017 0.951057
13540000 -0.248690 0.481754 -0.951057 0.587785
13550000 -0.309017 0.587785 -1.000000 0.000000
13560000 -0.368125 0.684547 -0.951057 -0.587785
13570000 -0.425779 0.770513 -0.809017 -0.951057
13580000 -0.481754 0.844328 -0.587785 -0.951057
13590000 -0.535827 0.904827 -0.309017 -0.587785
13600000 -0.587785 0.951057 0.000000 0.000000
13610000 -0.637424 0.982287 0.309017 0.587785
1.362000e+07 -0.684547 0.998027 0.587785 0.951057
13630000 -0.728969 0.998027 0.809017 0.951057
13640000 -0.770513 0.982287 0.951057 0.587785
13650000 -0.809017 0.951057 1.000000 -0.000000
13660000 -0.844328 0.904827 0.951057 -0.587785
13670000 -0.876307 0.844328 0.809017 -0.951057
13680000 -0.904827 0.770513 0.587785 -0.951057
13690000 -0.929776 0.684547 0.309017 -0.587785
1.370000e+07 -0.951057 0.587785 -0.000000 0.000000
13710000 -0.968583 0.481754 -0.309017 0.587785
13720000 -0.982287 0.368125 -0.587785 0.951057
13730000 -0.992115 0.248690 -0.809017 0.951057
13740000 -0.998027 0.125333 -0.951057 0.587785
13750000 -1.000000 -0.000000 -1.000000 0.000000
13760000 -0.998027 -0.125333 -0.951057 -0.587785
13770000 -0.992115 -0.248690 -0.809017 -0.951057
1.378000e+07 -0.982287 -0.368125 -0.587785 -0.951057
13790000 -0.968583 -0.481754 -0.309017 -0.587785
13800000 -0.951057 -0.587785 -0.000000 -0.000000
13810000 -0.929776 -0.684547 0.309017 0.587785
13820000 -0.904827 -0.770513 0.587785 0.951057
13830000 -0.876307 -0.844328 0.809017 0.951057
13840000 -0.844328 -0.904827 0.951057 0.587785
13850000 -0.809017 -0.951057 1.000000 0.000000
13860000 -0.770513 -0.982287 0.951057 -0.587785
1.387000e+07 -0.728969 -0.998027 0.809017 -0.951057
13880000 -0.684547 -0.998027 0.587785 -0.951057
13890000 -0.637424 -0.982287 0.309017 -0.587785
13900000 -0.587785 -0.951057 0.000000 -0.000000
13910000 -0.535827 -0.904827 -0.309017 0.587785
13920000 -0.481754 -0.844328 -0.587785 0.951057
13930000 -0.425779 -0.770513 -0.809017 0.951057
13940000 -0.368125 -0.684547 -0.951057 0.587785
1.395000e+07 -0.309017 -0.587785 -1.000000 -0.000000
13960000 -0.248690 -0.481754 -0.951057 -0.587785
13970000 -0.187381 -0.368125 -0.809017 -0.951057
13980000 -0.125333 -0.248690 -0.587785 -0.951057
13990000 -0.062791 -0.125333 -0.309017 -0.587785
14000000 -0.000000 -0.000000 -0.000000 -0.000000
14010000 0.062791 0.125333 0.309017 0.587785
14020000 0.125333 0.248690 0.587785 0.951057
1.403000e+07 0.187381 0.368125 0.809017 0.951057
14040000 0.248690 0.481754 0.951057 0.587785
14050000 0.309017 0.587785 1.000000 -0.000000
14060000 0.368125 0.684547 0.951057 -0.587785
14070000 0.425779 0.770513 0.809017 -0.951057
14080000 0.481754 0.844328 0.587785 -0.951057
14090000 0.535827 0.904827 0.309017 -0.587785
14100000 0.587785 0.951057 -0.000000 0.000000
14110000 0.637424 0.982287 -0.309017 0.587785
1.412000e+07 0.684547 0.998027 -0.587785 0.951057
14130000 0.728969 0.998027 -0.809017 0.951057
14140000 0.770513 0.982287 -0.951057 0.587785
14150000 0.809017 0.951057 -1.000000 -0.000000
14160000 0.844328 0.904827 -0.951057 -0.587785
14170000 0.876307 0.844328 -0.809017 -0.951057
14180000 0.904827 0.770513 -0.587785 -0.951057
14190000 0.929776 0.684547 -0.309017 -0.587785
1.420000e+07 0.951057 0.587785 0.000000 0.000000
14210000 0.968583 0.481754 0.309017 0.587785
14220000 0.982287 0.368125 0.587785 0.951057
14230000 0.992115 0.248690 0.809017 0.951057
14240000 0.998027 0.125333 0.951057 0.587785
14250000 1.000000 0.000000 1.000000 0.000000
14260000 0.998027 -0.125333 0.951057 -0.587785
14270000 0.992115 -0.248690 0.809017 -0.951057
1.428000e+07 0.982287 -0.368125 0.587785 -0.951057
14290000 0.968583 -0.481754 0.309017 -0.587785
14300000 0.951057 -0.587785 -0.000000 0.000000
14310000 0.929776 -0.684547 -0.309017 0.587785
14320000 0.904827 -0.770513 -0.587785 0.951057
14330000 0.876307 -0.844328 -0.809017 0.951057
14340000 0.844328 -0.904827 -0.951057 0.587785
14350000 0.809017 -0.951057 -1.000000 0.000000
14360000 0.770513 -0.982287 -0.951057 -0.587785
1.437000e+07 0.728969 -0.998027 -0.809017 -0.951057
14380000 0.684547 -0.998027 -0.587785 -0.951057
14390000 0.637424 -0.982287 -0.309017 -0.587785
14400000 0.587785 -0.951057 -0.000000 -0.000000
14410000 0.535827 -0.904827 0.309017 0.587785
14420000 0.481754 -0.844328 0.587785 0.951057
14430000 0.425779 -0.770513 0.809017 0.951057
14440000 0.368125 -0.684547 0.951057 0.587785
1.445000e+07 0.309017 -0.587785 1.000000 0.000000
14460000 0.248690 -0.481754 0.951057 -0.587785
14470000 0.187381 -0.368125 0.809017 -0.951057
14480000 0.125333 -0.248690 0.587785 -0.951057
14490000 0.062791 -0.125333 0.309017 -0.587785
14500000 -0.000000 0.000000 -0.000000 0.000000
14510000 -0.062791 0.125333 -0.309017 0.587785
14520000 -0.125333 0.248690 -0.587785 0.951057
1.453000e+07 -0.187381 0.368125 -0.809017 0.951057
14540000 -0.248690 0.481754 -0.951057 0.587785
14550000 -0.309017 0.587785 -1.000000 -0.000000
14560000 -0.368125 0.684547 -0.951057 -0.587785
14570000 -0.425779 0.770513 -0.809017 -0.951057
14580000 -0.481754 0.844328 -0.587785 -0.951057
14590000 -0.535827 0.904827 -0.309017 -0.587785
14600000 -0.587785 0.951057 -0.000000 -0.000000
14610000 -0.637424 0.982287 0.309017 0.587785
1.462000e+07 -0.684547 0.998027 0.587785 0.951057
14630000 -0.728969 0.998027 0.809017 0.951057
14640000 -0.770513 0.982287 0.951057 0.587785
14650000 -0.809017 0.951057 1.000000 -0.000000
14660000 -0.844328 0.904827 0.951057 -0.587785
14670000 -0.876307 0.844328 0.809017 -0.951057
14680000 -0.904827 0.770513 0.587785 -0.951057
14690000 -0.929776 0.684547 0.309017 -0.587785
1.470000e+07 -0.951057 0.587785 -0.000000 0.000000
14710000 -0.968583 0.481754 -0.309017 0.587785
14720000 -0.982287 0.368125 -0.587785 0.951057
14730000 -0.992115 0.248690 -0.809017 0.951057
14740000 -0.998027 0.125333 -0.951057 0.587785
14750000 -1.000000 0.000000 -1.000000 0.000000
14760000 -0.998027 -0.125333 -0.951057 -0.587785
14770000 -0.992115 -0.248690 -0.809017 -0.951057
1.478000e+07 -0.982287 -0.368125 -0.587785 -0.951057
14790000 -0.968583 -0.481754 -0.309017 -0.587785
14800000 -0.951057 -0.587785 -0.000000 -0.000000
14810000 -0.929776 -0.684547 0.309017 0.587785
14820000 -0.904827 -0.770513 0.587785 0.951057
14830000 -0.876307 -0.844328 0.809017 0.951057
14840000 -0.844328 -0.904827 0.951057 0.587785
14850000 -0.809017 -0.951057 1.000000 0.000000
14860000 -0.770513 -0.982287 0.951057 -0.587785
1.487000e+07 -0.728969 -0.998027 0.809017 -0.951057
14880000 -0.684547 -0.998027 0.587785 -0.951057
14890000 -0.637424 -0.982287 0.309017 -0.587785
14900000 -0.587785 -0.951057 0.000000 -0.000000
14910000 -0.535827 -0.904827 -0.309017 0.587785
14920000 -0.481754 -0.844328 -0.587785 0.951057
14930000 -0.425779 -0.770513 -0.809017 0.951057
14940000 -0.368125 -0.684547 -0.951057 0.587785
1.495000e+07 -0.309017 -0.587785 -1.000000 -0.000000
14960000 -0.248690 -0.481754 -0.951057 -0.587785
14970000 -0.187381 -0.368125 -0.809017 -0.951057
14980000 -0.125333 -0.248690 -0.587785 -0.951057
14990000 -0.062791 -0.125333 -0.309017 -0.587785
15000000 -0.000000 -0.000000 -0.000000 -0.000000
15010000 0.062791 0.125333 0.309017 0.587785
15020000 0.125333 0.248690 0.587785 0.951057
1.503000e+07 0.187381 0.368125 0.809017 0.951057
15040000 0.248690 0.481754 0.951057 0.587785
15050000 0.309017 0.587785 1.000000 -0.000000
15060000 0.368125 0.684547 0.951057 -0.587785
15070000 0.425779 0.770513 0.809017 -0.951057
15080000 0.481754 0.844328 0.587785 -0.951057
15090000 0.535827 0.904827 0.309017 -0.587785
15100000 0.587785 0.951057 0.000000 -0.000000
15110000 0.637424 0.982287 -0.309017 0.587785
1.512000e+07 0.684547 0.998027 -0.587785 0.951057
15130000 0.728969 0.998027 -0.809017 0.951057
15140000 0.770513 0.982287 -0.951057 0.587785
15150000 0.809017 0.951057 -1.000000 0.000000
15160000 0.844328 0.904827 -0.951057 -0.587785
15170000 0.876307 0.844328 -0.809017 -0.951057
15180000 0.904827 0.770513 -0.587785 -0.951057
15190000 0.929776 0.684547 -0.309017 -0.587785
1.520000e+07 0.951057 0.587785 -0.000000 -0.000000
15210000 0.968583 0.481754 0.309017 0.587785
15220000 0.982287 0.368125 0.587785 0.951057
15230000 0.992115 0.248690 0.809017 0.951057
15240000 0.998027 0.125333 0.951057 0.587785
15250000 1.000000 0.000000 1.000000 -0.000000
15260000 0.998027 -0.125333 0.951057 -0.587785
15270000 0.992115 -0.248690 0.809017 -0.951057
1.528000e+07 0.982287 -0.368125 0.587785 -0.951057
15290000 0.968583 -0.481754 0.309017 -0.587785
15300000 0.951057 -0.587785 0.000000 -0.000000
15310000 0.929776 -0.684547 -0.309017 0.587785
15320000 0.904827 -0.770513 -0.587785 0.951057
15330000 0.876307 -0.844328 -0.809017 0.951057
15340000 0.844328 -0.904827 -0.951057 0.587785
15350000 0.809017 -0.951057 -1.000000 0.000000
15360000 0.770513 -0.982287 -0.951057 -0.587785
1.537000e+07 0.728969 -0.998027 -0.809017 -0.951057
15380000 0.684547 -0.998027 -0.587785 -0.951057
15390000 0.637424 -0.982287 -0.309017 -0.587785
15400000 0.587785 -0.951057 0.000000 0.000000
15410000 0.535827 -0.904827 0.309017 0.587785
15420000 0.481754 -0.844328 0.587785 0.951057
15430000 0.425779 -0.770513 0.809017 0.951057
15440000 0.368125 -0.684547 0.951057 0.587785
1.545000e+07 0.309017 -0.587785 1.000000 -0.000000
15460000 0.248690 -0.481754 0.951057 -0.587785
15470000 0.187381 -0.368125 0.809017 -0.951057
15480000 0.125333 -0.248690 0.587785 -0.951057
15490000 0.062791 -0.125333 0.309017 -0.587785
15500000 0.000000 -0.000000 0.000000 -0.000000
15510000 -0.062791 0.125333 -0.309017 0.587785
15520000 -0.125333 0.248690 -0.587785 0.951057
1.553000e+07 -0.187381 0.368125 -0.809017 0.951057
15540000 -0.248690 0.481754 -0.951057 0.587785
15550000 -0.309017 0.587785 -1.000000 0.000000
15560000 -0.368125 0.684547 -0.951057 -0.587785
15570000 -0.425779 0.770513 -0.809017 -0.951057
15580000 -0.481754 0.844328 -0.587785 -0.951057
15590000 -0.535827 0.904827 -0.309017 -0.587785
15600000 -0.587785 0.951057 -0.000000 -0.000000
1.561000e+07 -0.637424 0.982287 0.309017 0.587785
1.562000e+07 -0.684547 0.998027 0.587785 0.951057
15630000 -0.728969 0.998027 0.809017 0.951057
15640000 -0.770513 0.982287 0.951057 0.587785
15650000 -0.809017 0.951057 1.000000 0.000000
15660000 -0.844328 0.904827 0.951057 -0.587785
15670000 -0.876307 0.844328 0.809017 -0.951057
15680000 -0.904827 0.770513 0.587785 -0.951057
15690000 -0.929776 0.684547 0.309017 -0.587785
1.570000e+07 -0.951057 0.587785 -0.000000 0.000000
15710000 -0.968583 0.481754 -0.309017 0.587785
15720000 -0.982287 0.368125 -0.587785 0.951057
15730000 -0.992115 0.248690 -0.809017 0.951057
15740000 -0.998027 0.125333 -0.951057 0.587785
15750000 -1.000000 -0.000000 -1.000000 -0.000000
15760000 -0.998027 -0.125333 -0.951057 -0.587785
15770000 -0.992115 -0.248690 -0.809017 -0.951057
1.578000e+07 -0.982287 -0.368125 -0.587785 -0.951057
15790000 -0.968583 -0.481754 -0.309017 -0.587785
15800000 -0.951057 -0.587785 0.000000 0.000000
15810000 -0.929776 -0.684547 0.309017 0.587785
15820000 -0.904827 -0.770513 0.587785 0.951057
15830000 -0.876307 -0.844328 0.809017 0.951057
15840000 -0.844328 -0.904827 0.951057 0.587785
15850000 -0.809017 -0.951057 1.000000 0.000000
1.586000e+07 -0.770513 -0.982287 0.951057 -0.587785
1.587000e+07 -0.728969 -0.998027 0.809017 -0.951057
15880000 -0.684547 -0.998027 0.587785 -0.951057
15890000 -0.637424 -0.982287 0.309017 -0.587785
15900000 -0.587785 -0.951057 0.000000 -0.000000
15910000 -0.535827 -0.904827 -0.309017 0.587785
15920000 -0.481754 -0.844328 -0.587785 0.951057
15930000 -0.425779 -0.770513 -0.809017 0.951057
15940000 -0.368125 -0.684547 -0.951057 0.587785
1.595000e+07 -0.309017 -0.587785 -1.000000 -0.000000
15960000 -0.248690 -0.481754 -0.951057 -0.587785
15970000 -0.187381 -0.368125 -0.809017 -0.951057
15980000 -0.125333 -0.248690 -0.587785 -0.951057
15990000 -0.062791 -0.125333 -0.309017 -0.587785
16000000 -0.000000 -0.000000 -0.000000 -0.000000
1.601000e+07 0.062791 0.125333 0.309017 0.587785
16020000 0.125333 0.248690 0.587785 0.951057
1.603000e+07 0.187381 0.368125 0.809017 0.951057
16040000 0.248690 0.481754 0.951057 0.587785
16050000 0.309017 0.587785 1.000000 0.000000
1.606000e+07 0.368125 0.684547 0.951057 -0.587785
16070000 0.425779 0.770513 0.809017 -0.951057
1.608000e+07 0.481754 0.844328 0.587785 -0.951057
16090000 0.535827 0.904827 0.309017 -0.587785
1.610000e+07 0.587785 0.951057 0.000000 -0.000000
16110000 0.637424 0.982287 -0.309017 0.587785
1.612000e+07 0.684547 0.998027 -0.587785 0.951057
1.613000e+07 0.728969 0.998027 -0.809017 0.951057
16140000 0.770513 0.982287 -0.951057 0.587785
1.615000e+07 0.809017 0.951057 -1.000000 0.000000
16160000 0.844328 0.904827 -0.951057 -0.587785
1.617000e+07 0.876307 0.844328 -0.809017 -0.951057
16180000 0.904827 0.770513 -0.587785 -0.951057
1.619000e+07 0.929776 0.684547 -0.309017 -0.587785
16200000 0.951057 0.587785 -0.000000 -0.000000
16210000 0.968583 0.481754 0.309017 0.587785
1.622000e+07 0.982287 0.368125 0.587785 0.951057
16230000 0.992115 0.248690 0.809017 0.951057
1.624000e+07 0.998027 0.125333 0.951057 0.587785
16250000 1.000000 0.000000 1.000000 0.000000
1.626000e+07 0.998027 -0.125333 0.951057 -0.587785
16270000 0.992115 -0.248690 0.809017 -0.951057
1.628000e+07 0.982287 -0.368125 0.587785 -0.951057
16290000 0.968583 -0.481754 0.309017 -0.587785
16300000 0.951057 -0.587785 -0.000000 0.000000
1.631000e+07 0.929776 -0.684547 -0.309017 0.587785
16320000 0.904827 -0.770513 -0.587785 0.951057
1.633000e+07 0.876307 -0.844328 -0.809017 0.951057
16340000 0.844328 -0.904827 -0.951057 0.587785
1.635000e+07 0.809017 -0.951057 -1.000000 0.000000
16360000 0.770513 -0.982287 -0.951057 -0.587785
1.637000e+07 0.728969 -0.998027 -0.809017 -0.951057
1.638000e+07 0.684547 -0.998027 -0.587785 -0.951057
16390000 0.637424 -0.982287 -0.309017 -0.587785
1.640000e+07 0.587785 -0.951057 -0.000000 -0.000000
16410000 0.535827 -0.904827 0.309017 0.587785
1.642000e+07 0.481754 -0.844328 0.587785 0.951057
16430000 0.425779 -0.770513 0.809017 0.951057
1.644000e+07 0.368125 -0.684547 0.951057 0.587785
16450000 0.309017 -0.587785 1.000000 0.000000
16460000 0.248690 -0.481754 0.951057 -0.587785
1.647000e+07 0.187381 -0.368125 0.809017 -0.951057
16480000 0.125333 -0.248690 0.587785 -0.951057
1.649000e+07 0.062791 -0.125333 0.309017 -0.587785
16500000 0.000000 -0.000000 -0.000000 0.000000
1.651000e+07 -0.062791 0.125333 -0.309017 0.587785
16520000 -0.125333 0.248690 -0.587785 0.951057
1.653000e+07 -0.187381 0.368125 -0.809017 0.951057
16540000 -0.248690 0.481754 -0.951057 0.587785
16550000 -0.309017 0.587785 -1.000000 0.000000
1.656000e+07 -0.368125 0.684547 -0.951057 -0.587785
16570000 -0.425779 0.770513 -0.809017 -0.951057
1.658000e+07 -0.481754 0.844328 -0.587785 -0.951057
16590000 -0.535827 0.904827 -0.309017 -0.587785
1.660000e+07 -0.587785 0.951057 0.000000 0.000000
16610000 -0.637424 0.982287 0.309017 0.587785
1.662000e+07 -0.684547 0.998027 0.587785 0.951057
1.663000e+07 -0.728969 0.998027 0.809017 0.951057
16640000 -0.770513 0.982287 0.951057 0.587785
1.665000e+07 -0.809017 0.951057 1.000000 0.000000
16660000 -0.844328 0.904827 0.951057 -0.587785
1.667000e+07 -0.876307 0.844328 0.809017 -0.951057
16680000 -0.904827 0.770513 0.587785 -0.951057
1.669000e+07 -0.929776 0.684547 0.309017 -0.587785
16700000 -0.951057 0.587785 0.000000 -0.000000
16710000 -0.968583 0.481754 -0.309017 0.587785
1.672000e+07 -0.982287 0.368125 -0.587785 0.951057
16730000 -0.992115 0.248690 -0.809017 0.951057
1.674000e+07 -0.998027 0.125333 -0.951057 0.587785
16750000 -1.000000 0.000000 -1.000000 0.000000
1.676000e+07 -0.998027 -0.125333 -0.951057 -0.587785
16770000 -0.992115 -0.248690 -0.809017 -0.951057
16780000 -0.982287 -0.368125 -0.587785 -0.951057
16790000 -0.968583 -0.481754 -0.309017 -0.587785
16800000 -0.951057 -0.587785 0.000000 0.000000
16810000 -0.929776 -0.684547 0.309017 0.587785
16820000 -0.904827 -0.770513 0.587785 0.951057
16830000 -0.876307 -0.844328 0.809017 0.951057
16840000 -0.844328 -0.904827 0.951057 0.587785
16850000 -0.809017 -0.951057 1.000000 -0.000000
16860000 -0.770513 -0.982287 0.951057 -0.587785
16870000 -0.728969 -0.998027 0.809017 -0.951057
16880000 -0.684547 -0.998027 0.587785 -0.951057
16890000 -0.637424 -0.982287 0.309017 -0.587785
16900000 -0.587785 -0.951057 0.000000 -0.000000
16910000 -0.535827 -0.904827 -0.309017 0.587785
16920000 -0.481754 -0.844328 -0.587785 0.951057
16930000 -0.425779 -0.770513 -0.809017 0.951057
16940000 -0.368125 -0.684547 -0.951057 0.587785
16950000 -0.309017 -0.587785 -1.000000 0.000000
16960000 -0.248690 -0.481754 -0.951057 -0.587785
16970000 -0.187381 -0.368125 -0.809017 -0.951057
16980000 -0.125333 -0.248690 -0.587785 -0.951057
1.699000e+07 -0.062791 -0.125333 -0.309017 -0.587785
17000000 0.000000 0.000000 -0.000000 -0.000000
17010000 0.062791 0.125333 0.309017 0.587785
17020000 0.125333 0.248690 0.587785 0.951057
17030000 0.187381 0.368125 0.809017 0.951057
17040000 0.248690 0.481754 0.951057 0.587785
17050000 0.309017 0.587785 1.000000 -0.000000
17060000 0.368125 0.684547 0.951057 -0.587785
17070000 0.425779 0.770513 0.809017 -0.951057
17080000 0.481754 0.844328 0.587785 -0.951057
17090000 0.535827 0.904827 0.309017 -0.587785
17100000 0.587785 0.951057 -0.000000 0.000000
17110000 0.637424 0.982287 -0.309017 0.587785
17120000 0.684547 0.998027 -0.587785 0.951057
17130000 0.728969 0.998027 -0.809017 0.951057
17140000 0.770513 0.982287 -0.951057 0.587785
1.715000e+07 0.809017 0.951057 -1.000000 -0.000000
17160000 0.844328 0.904827 -0.951057 -0.587785
17170000 0.876307 0.844328 -0.809017 -0.951057
17180000 0.904827 0.770513 -0.587785 -0.951057
17190000 0.929776 0.684547 -0.309017 -0.587785
17200000 0.951057 0.587785 -0.000000 -0.000000
17210000 0.968583 0.481754 0.309017 0.587785
17220000 0.982287 0.368125 0.587785 0.951057
17230000 0.992115 0.248690 0.809017 0.951057
1.724000e+07 0.998027 0.125333 0.951057 0.587785
17250000 1.000000 0.000000 1.000000 -0.000000
17260000 0.998027 -0.125333 0.951057 -0.587785
17270000 0.992115 -0.248690 0.809017 -0.951057
17280000 0.982287 -0.368125 0.587785 -0.951057
17290000 0.968583 -0.481754 0.309017 -0.587785
17300000 0.951057 -0.587785 0.000000 -0.000000
17310000 0.929776 -0.684547 -0.309017 0.587785
17320000 0.904827 -0.770513 -0.587785 0.951057
17330000 0.876307 -0.844328 -0.809017 0.951057
17340000 0.844328 -0.904827 -0.951057 0.587785
17350000 0.809017 -0.951057 -1.000000 -0.000000
17360000 0.770513 -0.982287 -0.951057 -0.587785
17370000 0.728969 -0.998027 -0.809017 -0.951057
17380000 0.684547 -0.998027 -0.587785 -0.951057
17390000 0.637424 -0.982287 -0.309017 -0.587785
1.740000e+07 0.587785 -0.951057 0.000000 0.000000
17410000 0.535827 -0.904827 0.309017 0.587785
17420000 0.481754 -0.844328 0.587785 0.951057
17430000 0.425779 -0.770513 0.809017 0.951057
17440000 0.368125 -0.684547 0.951057 0.587785
17450000 0.309017 -0.587785 1.000000 0.000000
17460000 0.248690 -0.481754 0.951057 -0.587785
17470000 0.187381 -0.368125 0.809017 -0.951057
17480000 0.125333 -0.248690 0.587785 -0.951057
1.749000e+07 0.062791 -0.125333 0.309017 -0.587785
17500000 0.000000 -0.000000 0.000000 -0.000000
17510000 -0.062791 0.125333 -0.309017 0.587785
17520000 -0.125333 0.248690 -0.587785 0.951057
17530000 -0.187381 0.368125 -0.809017 0.951057
17540000 -0.248690 0.481754 -0.951057 0.587785
17550000 -0.309017 0.587785 -1.000000 0.000000
17560000 -0.368125 0.684547 -0.951057 -0.587785
17570000 -0.425779 0.770513 -0.809017 -0.951057
17580000 -0.481754 0.844328 -0.587785 -0.951057
17590000 -0.535827 0.904827 -0.309017 -0.587785
17600000 -0.587785 0.951057 0.000000 0.000000
17610000 -0.637424 0.982287 0.309017 0.587785
17620000 -0.684547 0.998027 0.587785 0.951057
17630000 -0.728969 0.998027 0.809017 0.951057
17640000 -0.770513 0.982287 0.951057 0.587785
1.765000e+07 -0.809017 0.951057 1.000000 -0.000000
17660000 -0.844328 0.904827 0.951057 -0.587785
17670000 -0.876307 0.844328 0.809017 -0.951057
17680000 -0.904827 0.770513 0.587785 -0.951057
17690000 -0.929776 0.684547 0.309017 -0.587785
17700000 -0.951057 0.587785 0.000000 -0.000000
17710000 -0.968583 0.481754 -0.309017 0.587785
17720000 -0.982287 0.368125 -0.587785 0.951057
17730000 -0.992115 0.248690 -0.809017 0.951057
1.774000e+07 -0.998027 0.125333 -0.951057 0.587785
17750000 -1.000000 -0.000000 -1.000000 0.000000
17760000 -0.998027 -0.125333 -0.951057 -0.587785
17770000 -0.992115 -0.248690 -0.809017 -0.951057
17780000 -0.982287 -0.368125 -0.587785 -0.951057
17790000 -0.968583 -0.481754 -0.309017 -0.587785
17800000 -0.951057 -0.587785 0.000000 0.000000
17810000 -0.929776 -0.684547 0.309017 0.587785
17820000 -0.904827 -0.770513 0.587785 0.951057
17830000 -0.876307 -0.844328 0.809017 0.951057
17840000 -0.844328 -0.904827 0.951057 0.587785
17850000 -0.809017 -0.951057 1.000000 -0.000000
17860000 -0.770513 -0.982287 0.951057 -0.587785
